visit_id,timestamp,page_url,session_duration_sec,device_type,browser,traffic_source,country,bounce,conversion,page_views
VISIT001980,2024-03-10 19:00:00,/checkout,1468,Desktop,Chrome,Organic Search,Australia,True,False,9
VISIT000666,2024-03-11 02:00:00,/checkout,1279,Desktop,Opera,Paid Ads,Australia,True,False,4
VISIT000201,2024-03-11 04:00:00,/product/electronics,349,Desktop,Safari,Direct,USA,False,False,7
VISIT000462,2024-03-11 13:00:00,/home,1876,Desktop,Firefox,Organic Search,Australia,True,False,3
VISIT000889,2024-03-11 13:00:00,/product/electronics,1086,Mobile,Firefox,Paid Ads,Australia,True,False,12
VISIT001889,2024-03-11 13:00:00,/about,3434,Mobile,Chrome,Organic Search,Australia,False,False,10
VISIT001309,2024-03-12 03:00:00,/contact,2877,Mobile,Chrome,Direct,Japan,False,False,19
VISIT001487,2024-03-12 05:00:00,/home,2043,Tablet,Chrome,Organic Search,Canada,True,False,10
VISIT001772,2024-03-12 08:00:00,/product/electronics,2056,Mobile,Chrome,Direct,France,True,False,4
VISIT000296,2024-03-12 16:00:00,/product/clothing,1852,Mobile,Firefox,Email,France,True,False,8
VISIT000967,2024-03-12 20:00:00,/products,1513,Mobile,Firefox,Email,Australia,False,False,17
VISIT001104,2024-03-12 21:00:00,/cart,2882,Desktop,Edge,Direct,UK,True,False,18
VISIT000529,2024-03-12 22:00:00,/products,2475,Desktop,Chrome,Direct,Canada,False,False,11
VISIT000193,2024-03-12 22:00:00,/cart,976,Mobile,Chrome,Direct,Australia,False,False,18
VISIT000947,2024-03-12 22:00:00,/blog,2416,Mobile,Chrome,Paid Ads,Canada,False,False,2
VISIT000511,2024-03-13 04:00:00,/home,1900,Mobile,Chrome,Paid Ads,Canada,False,False,7
VISIT000301,2024-03-13 06:00:00,/checkout,178,Tablet,Chrome,Organic Search,USA,False,False,11
VISIT001775,2024-03-13 07:00:00,/blog,3119,Mobile,Chrome,Social Media,France,False,False,14
VISIT000406,2024-03-13 14:00:00,/products,1787,Tablet,Firefox,Direct,UK,True,False,5
VISIT000197,2024-03-13 18:00:00,/about,811,Desktop,Chrome,Organic Search,France,True,False,7
VISIT000136,2024-03-13 19:00:00,/checkout,3463,Mobile,Firefox,Email,Germany,False,False,3
VISIT001567,2024-03-14 00:00:00,/products,3201,Desktop,Chrome,Social Media,France,False,False,1
VISIT000716,2024-03-14 04:00:00,/products,1658,Tablet,Safari,Organic Search,Australia,True,False,1
VISIT001589,2024-03-14 07:00:00,/products,3022,Desktop,Chrome,Organic Search,Canada,False,False,6
VISIT001016,2024-03-14 13:00:00,/product/sports,1109,Tablet,Chrome,Social Media,Canada,False,False,9
VISIT001509,2024-03-14 16:00:00,/checkout,2034,Desktop,Chrome,Organic Search,UK,False,False,16
VISIT000562,2024-03-14 22:00:00,/checkout,724,Mobile,Edge,Paid Ads,Australia,False,False,16
VISIT001266,2024-03-15 03:00:00,/about,1203,Mobile,Chrome,Organic Search,Australia,False,False,16
VISIT001618,2024-03-15 05:00:00,/product/sports,21,Mobile,Chrome,Organic Search,Canada,False,False,6
VISIT001331,2024-03-15 08:00:00,/product/clothing,653,Desktop,Firefox,Social Media,France,True,False,1
VISIT000142,2024-03-15 13:00:00,/product/clothing,3013,Desktop,Chrome,Direct,Japan,True,False,7
VISIT000875,2024-03-15 14:00:00,/products,3098,Desktop,Chrome,Organic Search,Germany,False,False,1
VISIT000452,2024-03-15 16:00:00,/home,1913,Mobile,Firefox,Direct,UK,False,False,7
VISIT000568,2024-03-15 21:00:00,/product/clothing,1080,Desktop,Edge,Direct,UK,False,True,5
VISIT000269,2024-03-16 01:00:00,/product/electronics,3123,Desktop,Firefox,Email,USA,False,False,4
VISIT000122,2024-03-16 01:00:00,/products,778,Desktop,Safari,Paid Ads,France,False,False,16
VISIT000850,2024-03-16 05:00:00,/cart,3296,Mobile,Safari,Paid Ads,UK,True,False,16
VISIT001213,2024-03-16 07:00:00,/blog,419,Mobile,Safari,Email,UK,True,True,3
VISIT001482,2024-03-16 08:00:00,/products,2947,Desktop,Chrome,Direct,Germany,False,False,8
VISIT000308,2024-03-16 08:00:00,/checkout,2814,Mobile,Chrome,Direct,France,False,False,6
VISIT001667,2024-03-16 08:00:00,/product/sports,1766,Desktop,Firefox,Organic Search,Japan,False,False,8
VISIT000135,2024-03-16 12:00:00,/product/sports,1319,Mobile,Chrome,Social Media,Germany,False,False,17
VISIT000363,2024-03-16 14:00:00,/product/electronics,628,Tablet,Firefox,Organic Search,UK,False,False,11
VISIT000739,2024-03-16 16:00:00,/about,2820,Mobile,Chrome,Direct,UK,False,False,18
VISIT001588,2024-03-16 17:00:00,/product/sports,939,Mobile,Chrome,Direct,Germany,False,False,18
VISIT000921,2024-03-16 19:00:00,/about,883,Mobile,Firefox,Social Media,USA,True,False,18
VISIT001679,2024-03-16 19:00:00,/product/electronics,1883,Desktop,Chrome,Paid Ads,UK,True,False,19
VISIT001975,2024-03-16 23:00:00,/contact,1081,Desktop,Chrome,Organic Search,Australia,False,False,18
VISIT000493,2024-03-17 01:00:00,/cart,2539,Desktop,Chrome,Paid Ads,UK,True,False,15
VISIT000418,2024-03-17 05:00:00,/contact,2110,Mobile,Chrome,Organic Search,UK,True,False,12
VISIT000034,2024-03-17 13:00:00,/products,32,Desktop,Chrome,Organic Search,Canada,True,True,11
VISIT000062,2024-03-17 23:00:00,/product/clothing,2773,Desktop,Safari,Organic Search,UK,False,False,19
VISIT001863,2024-03-17 23:00:00,/blog,2126,Mobile,Safari,Organic Search,Canada,True,False,10
VISIT000805,2024-03-18 05:00:00,/home,639,Mobile,Safari,Organic Search,Australia,True,False,7
VISIT001968,2024-03-18 05:00:00,/cart,1290,Desktop,Edge,Direct,USA,True,False,14
VISIT001647,2024-03-18 09:00:00,/cart,425,Mobile,Chrome,Organic Search,Japan,False,False,19
VISIT001168,2024-03-18 12:00:00,/products,1601,Mobile,Chrome,Direct,Australia,True,False,1
VISIT001877,2024-03-18 15:00:00,/home,3158,Mobile,Safari,Social Media,Canada,False,False,6
VISIT000225,2024-03-18 16:00:00,/products,2521,Desktop,Firefox,Organic Search,France,True,False,10
VISIT001073,2024-03-18 21:00:00,/product/electronics,3043,Desktop,Safari,Direct,Japan,False,False,7
VISIT000981,2024-03-19 00:00:00,/product/sports,744,Desktop,Chrome,Organic Search,UK,True,False,13
VISIT000890,2024-03-19 05:00:00,/product/sports,983,Desktop,Chrome,Direct,Germany,False,False,5
VISIT001127,2024-03-19 06:00:00,/about,3268,Mobile,Opera,Social Media,Australia,False,False,7
VISIT000629,2024-03-19 07:00:00,/cart,1670,Mobile,Chrome,Direct,France,False,False,2
VISIT000587,2024-03-19 10:00:00,/about,2467,Mobile,Chrome,Social Media,Australia,False,False,12
VISIT000710,2024-03-19 10:00:00,/about,1520,Desktop,Chrome,Social Media,UK,False,False,17
VISIT000853,2024-03-19 11:00:00,/home,1917,Desktop,Firefox,Social Media,Australia,True,False,15
VISIT000506,2024-03-19 12:00:00,/product/electronics,1738,Desktop,Chrome,Organic Search,Canada,True,False,5
VISIT000520,2024-03-19 14:00:00,/cart,459,Mobile,Edge,Direct,UK,True,False,14
VISIT001946,2024-03-19 19:00:00,/contact,1511,Mobile,Edge,Social Media,Australia,False,False,14
VISIT001943,2024-03-19 19:00:00,/checkout,696,Desktop,Chrome,Email,Germany,False,False,8
VISIT001514,2024-03-19 20:00:00,/contact,2508,Desktop,Edge,Organic Search,Germany,False,False,11
VISIT001820,2024-03-19 21:00:00,/product/clothing,1787,Mobile,Chrome,Organic Search,Germany,False,False,1
VISIT001197,2024-03-19 22:00:00,/cart,235,Mobile,Chrome,Social Media,Germany,False,True,17
VISIT000771,2024-03-20 01:00:00,/cart,411,Desktop,Chrome,Email,UK,False,True,15
VISIT000455,2024-03-20 02:00:00,/about,2332,Desktop,Edge,Direct,Australia,True,False,6
VISIT001945,2024-03-20 06:00:00,/home,909,Mobile,Chrome,Direct,USA,False,False,18
VISIT000646,2024-03-20 08:00:00,/product/electronics,3012,Desktop,Edge,Direct,Germany,False,False,14
VISIT001376,2024-03-20 10:00:00,/about,16,Desktop,Firefox,Direct,UK,True,False,9
VISIT001261,2024-03-20 11:00:00,/about,973,Tablet,Firefox,Organic Search,France,False,False,18
VISIT001611,2024-03-20 12:00:00,/product/clothing,1251,Mobile,Edge,Direct,Germany,False,False,12
VISIT001748,2024-03-20 16:00:00,/blog,2907,Desktop,Chrome,Direct,Germany,True,False,3
VISIT000459,2024-03-20 21:00:00,/home,1871,Desktop,Safari,Organic Search,Australia,True,False,13
VISIT000337,2024-03-21 01:00:00,/home,2245,Desktop,Chrome,Email,UK,True,False,1
VISIT001097,2024-03-21 02:00:00,/checkout,2063,Desktop,Opera,Social Media,UK,False,False,4
VISIT000885,2024-03-21 03:00:00,/about,752,Mobile,Edge,Organic Search,Japan,False,False,8
VISIT000985,2024-03-21 11:00:00,/product/electronics,201,Desktop,Edge,Paid Ads,France,False,False,7
VISIT001333,2024-03-21 13:00:00,/product/electronics,345,Mobile,Edge,Email,Japan,False,False,3
VISIT001853,2024-03-21 14:00:00,/checkout,2006,Desktop,Edge,Direct,Japan,True,False,4
VISIT000958,2024-03-21 22:00:00,/product/sports,914,Tablet,Opera,Organic Search,Canada,False,False,6
VISIT000039,2024-03-22 02:00:00,/product/electronics,814,Mobile,Opera,Direct,Australia,True,False,3
VISIT000433,2024-03-22 12:00:00,/product/sports,798,Mobile,Chrome,Email,France,False,False,6
VISIT001435,2024-03-22 12:00:00,/product/clothing,2314,Desktop,Firefox,Email,Canada,False,False,8
VISIT000777,2024-03-22 15:00:00,/product/electronics,2594,Desktop,Chrome,Direct,Australia,True,False,13
VISIT001218,2024-03-22 18:00:00,/product/clothing,392,Mobile,Chrome,Paid Ads,UK,True,False,7
VISIT000155,2024-03-23 00:00:00,/product/electronics,2644,Desktop,Safari,Direct,Japan,False,False,18
VISIT001879,2024-03-23 01:00:00,/home,1014,Tablet,Chrome,Direct,Japan,False,False,4
VISIT001564,2024-03-23 03:00:00,/blog,3051,Mobile,Firefox,Direct,Japan,False,False,2
VISIT000887,2024-03-23 14:00:00,/contact,3185,Mobile,Firefox,Organic Search,USA,True,False,5
VISIT001717,2024-03-23 17:00:00,/home,2249,Desktop,Chrome,Email,Canada,True,False,14
VISIT001759,2024-03-23 23:00:00,/product/clothing,1728,Desktop,Chrome,Organic Search,France,True,False,4
VISIT001344,2024-03-23 23:00:00,/about,2506,Desktop,Chrome,Direct,USA,True,False,11
VISIT000834,2024-03-24 00:00:00,/contact,3409,Desktop,Chrome,Organic Search,Australia,True,False,4
VISIT000535,2024-03-24 04:00:00,/about,3209,Mobile,Chrome,Social Media,UK,False,False,2
VISIT000159,2024-03-24 05:00:00,/checkout,1574,Desktop,Firefox,Email,Japan,True,False,14
VISIT000361,2024-03-25 00:00:00,/product/sports,1529,Mobile,Chrome,Social Media,UK,False,False,7
VISIT001716,2024-03-25 01:00:00,/product/clothing,3091,Mobile,Opera,Direct,USA,True,False,1
VISIT001989,2024-03-25 05:00:00,/products,1891,Desktop,Safari,Email,Germany,True,False,1
VISIT001299,2024-03-25 08:00:00,/home,1193,Mobile,Chrome,Direct,France,False,False,5
VISIT001838,2024-03-25 10:00:00,/cart,1981,Mobile,Firefox,Organic Search,Japan,False,False,8
VISIT001128,2024-03-25 10:00:00,/product/electronics,2600,Desktop,Chrome,Organic Search,UK,False,False,7
VISIT000862,2024-03-25 17:00:00,/product/electronics,2657,Desktop,Chrome,Organic Search,Japan,True,False,13
VISIT001521,2024-03-25 21:00:00,/cart,2391,Desktop,Chrome,Organic Search,France,False,False,8
VISIT001357,2024-03-25 21:00:00,/product/electronics,1222,Mobile,Chrome,Paid Ads,France,False,False,15
VISIT001295,2024-03-25 23:00:00,/product/electronics,2069,Mobile,Safari,Organic Search,Australia,False,False,3
VISIT000892,2024-03-26 05:00:00,/about,1408,Mobile,Firefox,Direct,France,False,False,9
VISIT001610,2024-03-26 06:00:00,/home,1416,Mobile,Chrome,Direct,Germany,True,False,15
VISIT001206,2024-03-26 07:00:00,/checkout,2117,Desktop,Chrome,Organic Search,Germany,True,False,18
VISIT001289,2024-03-26 08:00:00,/product/electronics,2596,Desktop,Chrome,Organic Search,Australia,False,False,13
VISIT000827,2024-03-26 09:00:00,/product/clothing,81,Mobile,Safari,Social Media,UK,False,False,2
VISIT000017,2024-03-26 12:00:00,/cart,3422,Mobile,Chrome,Direct,Germany,False,False,6
VISIT001392,2024-03-26 13:00:00,/product/clothing,1450,Desktop,Safari,Social Media,Japan,True,False,7
VISIT000326,2024-03-26 13:00:00,/product/sports,2696,Tablet,Chrome,Paid Ads,Japan,True,False,11
VISIT001007,2024-03-26 15:00:00,/product/sports,3390,Mobile,Firefox,Organic Search,Japan,False,False,15
VISIT000057,2024-03-26 18:00:00,/products,3274,Desktop,Firefox,Email,Canada,False,False,3
VISIT000491,2024-03-26 20:00:00,/product/electronics,2473,Mobile,Chrome,Organic Search,France,True,False,12
VISIT001099,2024-03-26 21:00:00,/product/electronics,690,Mobile,Edge,Direct,Germany,False,False,18
VISIT000221,2024-03-26 23:00:00,/about,3129,Desktop,Chrome,Paid Ads,Canada,False,False,1
VISIT000310,2024-03-27 06:00:00,/products,1553,Mobile,Safari,Email,Australia,True,False,18
VISIT001323,2024-03-27 11:00:00,/product/electronics,126,Mobile,Chrome,Organic Search,Australia,True,False,4
VISIT000676,2024-03-27 13:00:00,/checkout,1884,Desktop,Edge,Organic Search,USA,False,False,7
VISIT000698,2024-03-27 14:00:00,/products,2719,Desktop,Chrome,Direct,UK,False,False,1
VISIT001572,2024-03-27 17:00:00,/product/sports,479,Desktop,Chrome,Organic Search,Japan,False,False,6
VISIT001017,2024-03-27 19:00:00,/products,1084,Mobile,Firefox,Email,France,True,False,13
VISIT000643,2024-03-27 21:00:00,/cart,3327,Desktop,Safari,Direct,UK,True,False,4
VISIT000096,2024-03-28 01:00:00,/home,637,Desktop,Chrome,Direct,Canada,False,False,12
VISIT001795,2024-03-28 04:00:00,/contact,2226,Mobile,Chrome,Organic Search,UK,False,False,10
VISIT001479,2024-03-28 08:00:00,/cart,1133,Tablet,Firefox,Social Media,France,False,False,5
VISIT001612,2024-03-28 11:00:00,/checkout,1120,Desktop,Chrome,Paid Ads,France,False,False,10
VISIT000166,2024-03-28 13:00:00,/product/clothing,1318,Desktop,Edge,Social Media,Japan,False,False,15
VISIT001858,2024-03-28 22:00:00,/products,263,Desktop,Firefox,Direct,Germany,False,False,9
VISIT000824,2024-03-28 23:00:00,/checkout,2680,Mobile,Chrome,Social Media,Japan,True,False,5
VISIT000652,2024-03-28 23:00:00,/about,1543,Mobile,Edge,Social Media,Japan,True,False,5
VISIT001029,2024-03-28 23:00:00,/cart,501,Desktop,Chrome,Paid Ads,USA,True,False,2
VISIT000845,2024-03-29 00:00:00,/product/clothing,584,Desktop,Firefox,Email,France,False,False,6
VISIT000549,2024-03-29 03:00:00,/checkout,2970,Desktop,Chrome,Organic Search,USA,False,False,7
VISIT001780,2024-03-29 06:00:00,/product/clothing,3449,Mobile,Safari,Organic Search,France,True,False,19
VISIT000226,2024-03-29 06:00:00,/product/clothing,2510,Mobile,Chrome,Direct,Japan,True,False,12
VISIT000954,2024-03-29 15:00:00,/home,374,Desktop,Opera,Direct,USA,False,False,15
VISIT001174,2024-03-29 16:00:00,/product/electronics,3346,Mobile,Chrome,Paid Ads,France,False,False,15
VISIT001024,2024-03-29 16:00:00,/product/sports,2595,Mobile,Safari,Direct,Germany,False,False,17
VISIT000409,2024-03-29 22:00:00,/product/clothing,1577,Tablet,Firefox,Organic Search,Japan,False,True,16
VISIT000812,2024-03-30 02:00:00,/about,3427,Tablet,Chrome,Direct,Australia,False,False,3
VISIT000677,2024-03-30 04:00:00,/product/electronics,3147,Desktop,Safari,Organic Search,USA,False,True,1
VISIT001120,2024-03-30 14:00:00,/cart,283,Mobile,Safari,Direct,UK,False,False,9
VISIT001694,2024-03-30 14:00:00,/cart,1673,Mobile,Opera,Organic Search,Australia,False,False,9
VISIT000957,2024-03-30 17:00:00,/products,1872,Mobile,Safari,Social Media,Canada,False,False,9
VISIT001214,2024-03-30 18:00:00,/contact,470,Desktop,Chrome,Social Media,UK,False,False,1
VISIT000738,2024-03-30 19:00:00,/checkout,2336,Desktop,Chrome,Organic Search,Canada,True,False,16
VISIT000391,2024-03-30 20:00:00,/product/electronics,2413,Desktop,Firefox,Direct,UK,True,False,4
VISIT001419,2024-03-30 21:00:00,/product/electronics,974,Mobile,Chrome,Organic Search,Canada,True,False,11
VISIT000861,2024-03-30 21:00:00,/products,1782,Mobile,Chrome,Direct,Japan,True,False,9
VISIT000478,2024-03-30 21:00:00,/product/sports,2080,Mobile,Firefox,Direct,USA,False,False,6
VISIT000092,2024-03-31 04:00:00,/home,1089,Desktop,Chrome,Direct,Germany,False,False,12
VISIT000457,2024-03-31 05:00:00,/about,1212,Desktop,Edge,Direct,USA,False,False,15
VISIT000578,2024-03-31 06:00:00,/products,2708,Mobile,Chrome,Direct,Japan,False,False,12
VISIT001607,2024-03-31 10:00:00,/about,1718,Tablet,Opera,Direct,Canada,False,False,11
VISIT000888,2024-03-31 14:00:00,/product/sports,213,Desktop,Safari,Direct,UK,True,False,2
VISIT001502,2024-03-31 17:00:00,/product/clothing,3363,Desktop,Chrome,Organic Search,Australia,False,False,10
VISIT001719,2024-03-31 21:00:00,/blog,2637,Mobile,Chrome,Organic Search,Australia,True,False,19
VISIT001281,2024-03-31 23:00:00,/home,3169,Mobile,Opera,Paid Ads,Canada,False,False,9
VISIT001939,2024-04-01 02:00:00,/products,3533,Desktop,Firefox,Email,France,True,False,14
VISIT000011,2024-04-01 03:00:00,/checkout,1189,Mobile,Edge,Organic Search,Australia,True,False,6
VISIT001079,2024-04-01 07:00:00,/home,3250,Desktop,Safari,Paid Ads,Canada,True,False,18
VISIT001229,2024-04-01 18:00:00,/home,2325,Mobile,Firefox,Social Media,Japan,False,False,9
VISIT000877,2024-04-01 20:00:00,/product/electronics,1461,Tablet,Firefox,Social Media,UK,False,False,11
VISIT001255,2024-04-01 21:00:00,/cart,1477,Desktop,Chrome,Organic Search,Australia,False,False,12
VISIT000959,2024-04-01 22:00:00,/product/sports,3350,Mobile,Chrome,Email,UK,True,False,2
VISIT001973,2024-04-02 02:00:00,/product/electronics,2609,Mobile,Chrome,Organic Search,Germany,True,False,12
VISIT000984,2024-04-02 03:00:00,/contact,491,Desktop,Firefox,Paid Ads,Canada,True,False,19
VISIT001811,2024-04-02 14:00:00,/home,1050,Tablet,Opera,Organic Search,Canada,False,False,14
VISIT001083,2024-04-02 14:00:00,/product/clothing,896,Tablet,Chrome,Direct,UK,False,False,5
VISIT001803,2024-04-02 14:00:00,/contact,2450,Desktop,Chrome,Email,USA,True,False,11
VISIT001224,2024-04-02 19:00:00,/checkout,3409,Desktop,Chrome,Email,Germany,True,False,12
VISIT001241,2024-04-02 21:00:00,/checkout,2106,Desktop,Firefox,Social Media,UK,False,False,2
VISIT001145,2024-04-02 23:00:00,/products,1700,Desktop,Firefox,Direct,France,True,False,18
VISIT000476,2024-04-03 08:00:00,/products,3507,Desktop,Edge,Social Media,Canada,False,False,14
VISIT001928,2024-04-03 10:00:00,/cart,729,Desktop,Firefox,Direct,France,True,False,9
VISIT000914,2024-04-03 18:00:00,/contact,1853,Desktop,Safari,Organic Search,France,False,False,13
VISIT001410,2024-04-03 23:00:00,/cart,850,Desktop,Edge,Social Media,UK,False,False,18
VISIT000683,2024-04-04 01:00:00,/cart,2130,Desktop,Chrome,Direct,USA,True,False,8
VISIT001855,2024-04-04 03:00:00,/about,1158,Desktop,Chrome,Email,UK,False,False,15
VISIT001594,2024-04-04 04:00:00,/products,643,Desktop,Edge,Direct,Germany,True,False,6
VISIT000782,2024-04-04 04:00:00,/cart,1353,Desktop,Firefox,Organic Search,Germany,True,False,18
VISIT001339,2024-04-04 05:00:00,/home,2719,Mobile,Chrome,Social Media,Australia,False,False,4
VISIT000804,2024-04-04 09:00:00,/checkout,530,Mobile,Safari,Paid Ads,France,True,False,3
VISIT000368,2024-04-04 10:00:00,/contact,2156,Desktop,Chrome,Social Media,Australia,False,False,2
VISIT000090,2024-04-05 06:00:00,/product/electronics,207,Mobile,Safari,Organic Search,Canada,False,False,14
VISIT000974,2024-04-05 10:00:00,/blog,3038,Mobile,Edge,Social Media,Canada,False,False,4
VISIT001862,2024-04-05 15:00:00,/home,3592,Desktop,Chrome,Organic Search,Germany,False,False,14
VISIT000919,2024-04-05 15:00:00,/checkout,1784,Desktop,Firefox,Organic Search,Canada,True,False,11
VISIT000387,2024-04-05 18:00:00,/product/clothing,978,Desktop,Safari,Paid Ads,USA,False,False,4
VISIT000510,2024-04-05 20:00:00,/blog,1165,Tablet,Opera,Organic Search,UK,True,False,2
VISIT000259,2024-04-06 02:00:00,/blog,2763,Desktop,Edge,Organic Search,Japan,True,False,12
VISIT001254,2024-04-06 07:00:00,/blog,853,Desktop,Safari,Organic Search,France,True,False,6
VISIT000169,2024-04-06 12:00:00,/about,2045,Mobile,Chrome,Direct,Canada,True,False,4
VISIT001450,2024-04-06 15:00:00,/product/clothing,3149,Tablet,Chrome,Paid Ads,Japan,True,False,1
VISIT000648,2024-04-06 16:00:00,/cart,1560,Tablet,Chrome,Social Media,Germany,True,False,4
VISIT000560,2024-04-06 18:00:00,/contact,1086,Desktop,Chrome,Organic Search,USA,False,False,13
VISIT001798,2024-04-06 22:00:00,/product/sports,386,Mobile,Edge,Direct,France,False,False,13
VISIT001130,2024-04-06 23:00:00,/product/clothing,2117,Mobile,Firefox,Direct,USA,False,False,3
VISIT000798,2024-04-07 02:00:00,/contact,846,Desktop,Chrome,Social Media,USA,False,False,10
VISIT001580,2024-04-07 02:00:00,/about,784,Mobile,Chrome,Email,France,False,False,19
VISIT001045,2024-04-07 03:00:00,/products,3192,Mobile,Safari,Organic Search,Japan,True,False,12
VISIT001225,2024-04-07 04:00:00,/about,442,Desktop,Chrome,Organic Search,Australia,False,False,19
VISIT000339,2024-04-07 07:00:00,/checkout,1949,Mobile,Chrome,Direct,USA,False,False,7
VISIT000763,2024-04-07 14:00:00,/contact,1788,Desktop,Chrome,Organic Search,USA,False,False,2
VISIT000750,2024-04-07 18:00:00,/product/sports,1224,Desktop,Firefox,Organic Search,France,True,False,11
VISIT001057,2024-04-07 19:00:00,/product/sports,1727,Desktop,Chrome,Paid Ads,UK,False,False,14
VISIT000015,2024-04-07 19:00:00,/blog,2865,Desktop,Safari,Organic Search,Germany,True,True,11
VISIT001183,2024-04-07 21:00:00,/products,577,Desktop,Firefox,Organic Search,Canada,True,False,2
VISIT000863,2024-04-08 01:00:00,/product/sports,20,Mobile,Chrome,Direct,UK,False,False,9
VISIT001762,2024-04-08 04:00:00,/checkout,699,Mobile,Chrome,Organic Search,USA,True,False,10
VISIT000043,2024-04-08 04:00:00,/product/electronics,443,Desktop,Chrome,Direct,USA,True,False,16
VISIT001235,2024-04-08 20:00:00,/products,3530,Desktop,Firefox,Organic Search,Japan,True,False,11
VISIT001681,2024-04-08 21:00:00,/product/clothing,449,Mobile,Firefox,Social Media,Japan,False,False,16
VISIT000253,2024-04-08 22:00:00,/home,1677,Desktop,Chrome,Organic Search,Germany,False,False,12
VISIT000323,2024-04-09 05:00:00,/product/electronics,435,Desktop,Chrome,Social Media,Germany,False,False,16
VISIT000422,2024-04-09 07:00:00,/product/electronics,1358,Tablet,Firefox,Direct,Australia,False,True,19
VISIT001077,2024-04-09 10:00:00,/checkout,1367,Mobile,Firefox,Organic Search,UK,False,False,6
VISIT001817,2024-04-09 20:00:00,/home,2892,Mobile,Firefox,Direct,UK,True,False,8
VISIT001195,2024-04-09 23:00:00,/checkout,813,Mobile,Safari,Organic Search,France,False,False,19
VISIT000141,2024-04-10 04:00:00,/blog,33,Desktop,Firefox,Email,Australia,False,False,7
VISIT000077,2024-04-10 09:00:00,/blog,193,Mobile,Firefox,Direct,Canada,False,False,7
VISIT000820,2024-04-10 10:00:00,/products,473,Mobile,Chrome,Email,UK,False,False,17
VISIT001398,2024-04-10 14:00:00,/product/clothing,1159,Mobile,Chrome,Paid Ads,Australia,False,False,7
VISIT000274,2024-04-10 16:00:00,/product/electronics,2028,Mobile,Edge,Email,Canada,True,False,19
VISIT000022,2024-04-10 17:00:00,/products,1666,Mobile,Edge,Social Media,UK,False,False,7
VISIT001418,2024-04-10 22:00:00,/contact,2823,Tablet,Edge,Organic Search,Canada,False,False,1
VISIT000179,2024-04-11 04:00:00,/home,435,Desktop,Chrome,Paid Ads,Australia,True,False,10
VISIT000277,2024-04-11 17:00:00,/products,1650,Mobile,Chrome,Social Media,Germany,True,False,10
VISIT001326,2024-04-11 23:00:00,/blog,2172,Mobile,Chrome,Direct,Australia,False,False,5
VISIT001191,2024-04-12 06:00:00,/about,649,Tablet,Edge,Email,Japan,True,False,2
VISIT001006,2024-04-12 09:00:00,/contact,1668,Mobile,Chrome,Email,Canada,True,False,3
VISIT001587,2024-04-12 12:00:00,/checkout,141,Tablet,Chrome,Organic Search,Australia,False,False,12
VISIT001632,2024-04-12 12:00:00,/products,1259,Mobile,Edge,Email,Canada,False,False,14
VISIT001613,2024-04-12 12:00:00,/home,3163,Desktop,Chrome,Organic Search,USA,False,False,7
VISIT000111,2024-04-12 19:00:00,/home,3051,Desktop,Firefox,Paid Ads,USA,True,False,15
VISIT000256,2024-04-12 20:00:00,/blog,2006,Desktop,Chrome,Paid Ads,USA,False,False,16
VISIT001585,2024-04-13 00:00:00,/cart,2513,Desktop,Chrome,Direct,Australia,True,False,7
VISIT001852,2024-04-13 04:00:00,/products,3454,Mobile,Chrome,Organic Search,Japan,False,False,2
VISIT001923,2024-04-13 13:00:00,/product/electronics,2026,Desktop,Opera,Organic Search,Japan,True,False,18
VISIT001176,2024-04-13 14:00:00,/about,2516,Desktop,Edge,Email,UK,True,False,15
VISIT001507,2024-04-13 17:00:00,/product/electronics,609,Tablet,Safari,Social Media,Canada,True,False,2
VISIT000295,2024-04-14 00:00:00,/checkout,234,Desktop,Edge,Direct,Japan,True,False,19
VISIT001657,2024-04-14 00:00:00,/product/clothing,1554,Desktop,Chrome,Organic Search,Australia,False,False,9
VISIT001739,2024-04-14 01:00:00,/checkout,1156,Mobile,Safari,Social Media,France,True,False,11
VISIT001840,2024-04-14 01:00:00,/product/sports,1513,Desktop,Firefox,Paid Ads,USA,False,False,16
VISIT001767,2024-04-14 03:00:00,/home,1179,Desktop,Safari,Paid Ads,Japan,False,False,11
VISIT000379,2024-04-14 06:00:00,/about,726,Desktop,Firefox,Email,Australia,True,False,13
VISIT000349,2024-04-14 08:00:00,/cart,2374,Mobile,Chrome,Direct,USA,False,False,14
VISIT000699,2024-04-14 16:00:00,/contact,1164,Desktop,Firefox,Organic Search,Japan,False,False,9
VISIT001171,2024-04-15 02:00:00,/about,249,Tablet,Chrome,Email,Germany,True,False,11
VISIT001897,2024-04-15 11:00:00,/products,588,Desktop,Chrome,Email,Canada,True,False,12
VISIT001126,2024-04-15 14:00:00,/cart,1362,Desktop,Chrome,Direct,USA,False,False,8
VISIT001164,2024-04-15 16:00:00,/checkout,1107,Mobile,Safari,Organic Search,Australia,True,False,19
VISIT001269,2024-04-16 08:00:00,/products,857,Mobile,Edge,Paid Ads,France,False,False,4
VISIT001313,2024-04-16 12:00:00,/about,1855,Mobile,Chrome,Direct,UK,False,False,12
VISIT001883,2024-04-16 15:00:00,/product/sports,436,Desktop,Chrome,Organic Search,USA,True,False,17
VISIT000052,2024-04-16 17:00:00,/product/electronics,262,Mobile,Chrome,Email,Australia,True,False,6
VISIT001998,2024-04-16 19:00:00,/product/sports,2460,Mobile,Firefox,Paid Ads,France,True,False,9
